filename,width,height,class,xmin,ymin,xmax,ymax
20180918_144615.jpg,1382,1036,strongbowA,210,427,1088,651
20180918_144617.jpg,1382,1036,strongbowA,252,386,1109,610
20180918_144619.jpg,1382,1036,strongbowA,294,403,1139,615
20180918_144621.jpg,1382,1036,strongbowA,315,393,1165,603
20180918_144622.jpg,1382,1036,strongbowA,275,420,1160,655
20180918_144624.jpg,1382,1036,strongbowA,291,401,1203,639
20180918_144626.jpg,1382,1036,strongbowA,328,408,1207,642
20180918_144628.jpg,1382,1036,strongbowA,340,423,1195,648
20180918_144630.jpg,1382,1036,strongbowA,360,408,1192,625
20180918_144631.jpg,1382,1036,strongbowA,372,446,1180,655
20180918_144633.jpg,1382,1036,strongbowA,378,429,1163,632
20180918_144635.jpg,1382,1036,strongbowA,350,437,1192,654
20180918_144637.jpg,1382,1036,strongbowA,344,427,1208,657
20180918_144639.jpg,1382,1036,strongbowA,314,471,1224,712
20180918_144646.jpg,1382,1036,strongbowA,432,474,1217,709
20180918_144648.jpg,1382,1036,strongbowA,414,452,1209,685
20180918_144650.jpg,1382,1036,strongbowA,427,442,1242,699
20180918_144652.jpg,1382,1036,strongbowA,403,462,1183,696
20180918_144654.jpg,1382,1036,strongbowA,466,505,1210,726
20180918_144655.jpg,1382,1036,strongbowA,515,504,1225,710
20180918_144656.jpg,1382,1036,strongbowA,512,462,1255,686
20180918_144658.jpg,1382,1036,strongbowA,477,492,1197,701
20180918_144700.jpg,1382,1036,strongbowA,480,535,1186,738
20180918_144701.jpg,1382,1036,strongbowA,479,468,1239,697
20180918_144703.jpg,1382,1036,strongbowA,458,516,1203,734
20180918_144705.jpg,1382,1036,strongbowA,447,486,1224,727
20180918_144707.jpg,1382,1036,strongbowA,425,523,1123,724
20180918_144852.jpg,1382,1036,strongbowA,277,494,1004,685
20180918_144910.jpg,1382,1036,strongbowA,343,540,1082,727
20180918_144912.jpg,1382,1036,strongbowA,327,408,1083,597
20180918_144916.jpg,1382,1036,strongbowA,302,360,1023,554
20180918_144921.jpg,1382,1036,strongbowA,290,307,1096,523
20180918_144946.jpg,1382,1036,strongbowA,31,435,1093,709
20180918_144950.jpg,1382,1036,strongbowA,122,357,1095,597
20180918_144955.jpg,1382,1036,strongbowA,195,273,1119,515
20180918_145001.jpg,1382,1036,strongbowA,375,394,1317,640
20180918_145003.jpg,1382,1036,strongbowA,265,360,1260,614
20180918_145004.jpg,1382,1036,strongbowA,127,452,1198,729
20180918_145006.jpg,1382,1036,strongbowA,54,387,1183,703
20180918_145008.jpg,1382,1036,strongbowA,153,543,1090,807
20180918_145010.jpg,1382,1036,strongbowA,173,605,1125,850
20180918_145030.jpg,1382,1036,strongbowA,548,505,1141,678
20180918_145033.jpg,1382,1036,strongbowA,647,447,1218,627
20180918_145036.jpg,1382,1036,strongbowA,684,433,1285,614
20180918_145048.jpg,1382,1036,strongbowA,702,554,1251,733
20180918_145051.jpg,1382,1036,strongbowA,658,430,1232,609
20180918_145055.jpg,1382,1036,strongbowA,503,363,1173,558
20180918_145158.jpg,1382,1036,strongbowA,419,486,1179,737
20180918_145201.jpg,1382,1036,strongbowA,568,388,1201,602
20180918_145204.jpg,1382,1036,strongbowA,549,389,1173,604
20180918_145211.jpg,1382,1036,strongbowA,507,354,1175,570
20180918_145216.jpg,1382,1036,strongbowA,450,268,1186,492
20180918_145227.jpg,1382,1036,strongbowA,419,478,1147,694
20180918_145230.jpg,1382,1036,strongbowA,428,456,1085,657
20180918_145239.jpg,1382,1036,strongbowA,310,238,1210,502
20180918_145241.jpg,1382,1036,strongbowA,283,213,1164,480
20180918_145244.jpg,1382,1036,strongbowA,313,437,1078,649
20180918_145321.jpg,1382,1036,strongbowA,272,429,1150,645
20180918_145333.jpg,1382,1036,strongbowA,287,374,1176,622
20180918_145336.jpg,1382,1036,strongbowA,294,356,1178,603
20180918_145339.jpg,1382,1036,strongbowA,315,370,1185,609
20180918_145342.jpg,1382,1036,strongbowA,293,389,1169,630
20180918_145345.jpg,1382,1036,strongbowA,299,409,1191,658
20180918_145348.jpg,1382,1036,strongbowA,287,409,1191,657
20180918_145350.jpg,1382,1036,strongbowA,308,397,1193,644
20180918_145352.jpg,1382,1036,strongbowA,290,414,1206,674
20180918_145355.jpg,1382,1036,strongbowA,288,419,1200,675
20180918_145357.jpg,1382,1036,strongbowA,291,434,1187,686
20180918_145400.jpg,1382,1036,strongbowA,286,401,1186,648
20180918_145402.jpg,1382,1036,strongbowA,302,401,1183,650
20180918_145404.jpg,1382,1036,strongbowA,302,369,1175,617
20180918_145407.jpg,1382,1036,strongbowA,294,379,1178,626
20180918_145409.jpg,1382,1036,strongbowA,292,377,1169,617
20180918_145411.jpg,1382,1036,strongbowA,275,375,1150,619
20180918_145736.jpg,1036,1382,heineken6,31,311,656,1216
20180918_145737.jpg,1036,1382,heineken6,7,295,660,1199
20180918_145816.jpg,1036,1382,heineken6,0,290,644,1236
20180918_145817.jpg,1036,1382,heineken6,0,269,687,1271
20180918_145819.jpg,1036,1382,heineken6,14,256,770,1255
20180918_145820.jpg,1036,1382,heineken6,53,252,790,1205
20180918_145821.jpg,1036,1382,heineken6,0,277,727,1192
20180918_145823.jpg,1036,1382,heineken6,78,341,768,1181
20180918_145824.jpg,1036,1382,heineken6,61,332,764,1175
20180918_145825.jpg,1036,1382,heineken6,31,316,824,1249
20180918_145826.jpg,1036,1382,heineken6,111,355,807,1228
20180918_145828.jpg,1036,1382,heineken6,189,376,831,1208
20180918_145829.jpg,1036,1382,heineken6,167,342,820,1167
20180918_145830.jpg,1036,1382,heineken6,163,331,810,1159
20180918_145831.jpg,1036,1382,heineken6,187,329,828,1162
20180918_145833.jpg,1036,1382,heineken6,176,346,800,1171
20180918_145835.jpg,1036,1382,heineken6,196,342,822,1159
20180918_145842.jpg,1036,1382,heineken6,74,172,678,1096
20180918_145843.jpg,1036,1382,heineken6,83,171,654,1089
20180918_145844.jpg,1036,1382,heineken6,132,175,646,1092
20180918_145845.jpg,1036,1382,heineken6,224,222,710,1081
20180918_145846.jpg,1036,1382,heineken6,253,208,773,1137
20180918_145848.jpg,1036,1382,heineken6,206,209,736,1098
20180918_145849.jpg,1036,1382,heineken6,200,196,762,1085
20180918_150153.jpg,1382,1036,indioC,102,485,1228,846
20180918_150154.jpg,1382,1036,indioC,139,475,1233,805
20180918_150155.jpg,1382,1036,indioC,151,445,1236,792
20180918_150156(0).jpg,1382,1036,indioC,143,469,1227,840
20180918_150156.jpg,1382,1036,indioC,153,455,1224,795
20180918_150157.jpg,1382,1036,indioC,128,480,1211,838
20180918_150158.jpg,1382,1036,indioC,124,439,1244,794
20180918_150159.jpg,1382,1036,indioC,143,470,1263,830
20180918_150200.jpg,1382,1036,indioC,151,497,1228,860
20180918_150201(0).jpg,1382,1036,indioC,167,459,1287,835
20180918_150201.jpg,1382,1036,indioC,178,518,1285,895
20180918_150203(0).jpg,1382,1036,indioC,135,451,1214,802
20180918_150203.jpg,1382,1036,indioC,166,464,1247,827
20180918_150204.jpg,1382,1036,indioC,66,450,1164,794
20180918_150205.jpg,1382,1036,indioC,34,458,1148,808
20180918_150212.jpg,1382,1036,indioC,3,434,1202,797
20180918_150213.jpg,1382,1036,indioC,23,450,1232,819
20180918_150214.jpg,1382,1036,indioC,19,447,1228,813
20180918_150215.jpg,1382,1036,indioC,12,500,1209,868
20180918_150216(0).jpg,1382,1036,indioC,104,494,1252,849
20180918_150216.jpg,1382,1036,indioC,52,494,1219,854
20180918_150217.jpg,1382,1036,indioC,98,491,1268,882
20180918_150218.jpg,1382,1036,indioC,83,469,1268,852
20180918_150219(0).jpg,1382,1036,indioC,150,385,1292,747
20180918_150219.jpg,1382,1036,indioC,159,421,1306,804
20180918_150220.jpg,1382,1036,indioC,171,428,1281,792
20180918_150221.jpg,1382,1036,indioC,208,435,1265,762
20180918_150222(0).jpg,1382,1036,indioC,237,453,1184,751
20180918_150222.jpg,1382,1036,indioC,205,420,1192,729
20180918_150223.jpg,1382,1036,indioC,205,458,1187,775
20180918_150224.jpg,1382,1036,indioC,273,396,1214,701
20180918_150225(0).jpg,1382,1036,indioC,276,488,1131,759
20180918_150225.jpg,1382,1036,indioC,249,465,1148,734
20180918_150226.jpg,1382,1036,indioC,252,464,1099,737
20180918_150227.jpg,1382,1036,indioC,183,500,1121,770
20180918_150229(0).jpg,1382,1036,indioC,69,414,1058,702
20180918_150229.jpg,1382,1036,indioC,102,440,1096,745
20180918_150230.jpg,1382,1036,indioC,49,360,1075,658
20180918_150231.jpg,1382,1036,indioC,25,322,1092,657
20180918_150232.jpg,1382,1036,indioC,6,312,1121,657
20180918_150240.jpg,1382,1036,indioC,215,499,1195,882
20180918_150241.jpg,1382,1036,indioC,235,486,1195,865
20180918_150242(0).jpg,1382,1036,indioC,257,492,1186,852
20180918_150242.jpg,1382,1036,indioC,249,489,1194,854
20180918_150243.jpg,1382,1036,indioC,240,480,1178,834
20180918_150307(0).jpg,1382,1036,indioC,229,437,1181,769
20180918_150307.jpg,1382,1036,indioC,235,447,1149,785
20180918_150308.jpg,1382,1036,indioC,243,425,1211,780
20180918_150309(0).jpg,1382,1036,indioC,264,399,1228,759
20180918_150309.jpg,1382,1036,indioC,242,396,1211,748
20180918_150310.jpg,1382,1036,indioC,256,455,1219,804
20180918_150311(0).jpg,1382,1036,indioC,284,437,1217,785
20180918_150311.jpg,1382,1036,indioC,272,465,1211,813
20180918_150312.jpg,1382,1036,indioC,264,429,1178,744
20180918_150313.jpg,1382,1036,indioC,284,415,1173,745
20180918_150314(0).jpg,1382,1036,indioC,208,398,1156,735
20180918_150314.jpg,1382,1036,indioC,245,439,1145,777
20180918_150315.jpg,1382,1036,indioC,145,391,1161,758
20180918_150316.jpg,1382,1036,indioC,83,365,1157,723
20180918_150321.jpg,1382,1036,indioC,327,481,1184,795
20180918_150322.jpg,1382,1036,indioC,316,485,1181,804
20180918_150323(0).jpg,1382,1036,indioC,330,474,1189,807
20180918_150405(0).jpg,1036,1382,carta,194,92,580,1295
20180918_150405.jpg,1036,1382,carta,210,95,588,1287
20180918_150406(0).jpg,1036,1382,carta,220,109,584,1242
20180918_150406.jpg,1036,1382,carta,244,131,617,1309
20180918_150407(0).jpg,1036,1382,carta,195,129,580,1274
20180918_150407.jpg,1036,1382,carta,190,104,563,1224
20180918_150408.jpg,1036,1382,carta,184,82,577,1246
20180918_150409(0).jpg,1036,1382,carta,173,68,571,1296
20180918_150409.jpg,1036,1382,carta,178,81,584,1288
20180918_150410(0).jpg,1036,1382,carta,201,74,580,1268
20180918_150410.jpg,1036,1382,carta,193,63,587,1279
20180918_150411(0).jpg,1036,1382,carta,204,92,558,1211
20180918_150411.jpg,1036,1382,carta,206,55,570,1224
20180918_150412.jpg,1036,1382,carta,191,90,538,1199
20180918_150413(0).jpg,1036,1382,carta,240,36,608,1245
20180918_150413(1).jpg,1036,1382,carta,223,0,618,1249
20180918_150413.jpg,1036,1382,carta,244,32,615,1205
20180918_150414(0).jpg,1036,1382,carta,160,36,543,1194
